card_name,image,attack,defence,card_type,level,type
Return from the Different Dimension,https://uploads1.yugioh.com/card_images/2111/list/1409.jpg?1385103026,,,Normal Trap,,
Return of the Doomed,https://uploads2.yugioh.com/card_images/2801/list/4756.jpg?1385127006,,,Normal Spell,,
Return Soul,https://uploads3.yugioh.com/card_images/5038/list/return-soul.jpg?1400687515,,,Normal Trap,,
Return Talisman,https://uploads4.yugioh.com/card_images/5074/list/Return_Talisman.jpg?1402589663,,,Continuous Trap,,
Return Zombie,https://uploads1.yugioh.com/card_images/4200/list/2996.jpg?1385101799,1000,1600,Effect Monster,4,Zombie
Revenge Attack,https://uploads1.yugioh.com/card_images/590/list/Revenge-Attack.jpg?1380219012,,,Quick-Play Spell,,
Revenge Return,https://uploads2.yugioh.com/card_images/3568/list/5073.jpg?1385134633,,,Normal Trap,,
Revenge Soul,https://uploads3.yugioh.com/card_images/5039/list/Revenge-Soul.jpg?1400687572,,,Normal Trap,,
Revenge Twin Soul,https://uploads1.yugioh.com/card_images/3414/list/5075.jpg?1385134327,,,Normal Trap,,
Reverse Buster,https://uploads1.yugioh.com/card_images/679/list/Reverse-Buster.jpg?1380227531,1500,0,Effect Monster,,Fiend
Reverse of Neos,https://uploads4.yugioh.com/card_images/4960/list/%28new%29Reverse-of-Neos.jpg?1399567388,,,Quick-Play Spell,,
Reverse Reborn,https://uploads1.yugioh.com/card_images/5040/list/Reverse-Reborn.jpg?1400687650,,,Equip Spell,,
Revival Gift,https://uploads1.yugioh.com/card_images/3742/list/5078.jpg?1385134993,,,Normal Trap,,
Revival Jam,https://uploads4.yugioh.com/card_images/1814/list/2844.jpg?1385102424,1500,500,Effect Monster,4,Aqua
Revival Knight,https://uploads1.yugioh.com/card_images/3874/list/5650.jpg?1385135269,,,Normal Trap,,
Ride of the Valkyries,https://uploads1.yugioh.com/card_images/1543/list/2053.jpg?1385101879,,,Normal Spell,,
Right Arm of the Forbidden One,https://uploads4.yugioh.com/card_images/4393/list/Right-Arm-of-the-Forbidden.jpg?1386973537,200,300,Normal Monster,1,Spellcaster
Right Leg of the Forbidden One,https://uploads1.yugioh.com/card_images/4391/list/Exodia---Right-LegofthefordibbenOn.jpg?1386973418,200,300,Normal Monster,1,Spellcaster
Ring Announcer,https://uploads2.yugioh.com/card_images/5142/list/Boxer-Entrance-Announcement.jpg?1422647741,,,Spell,,
Ring of Defense,https://uploads1.yugioh.com/card_images/1611/list/1523.jpg?1385102012,,,Quick-Play Spell,,
Ring of Destruction,https://uploads2.yugioh.com/card_images/1491/list/2549.jpg?1385101774,,,Normal Trap,,
Ring of Magnetism,https://uploads3.yugioh.com/card_images/3044/list/4536.jpg?1385127464,,,Equip Spell,,
Riryoku,https://uploads1.yugioh.com/card_images/2345/list/1535.jpg?1385103502,,,Normal Spell/Spell,,
Riryoku Field,https://uploads4.yugioh.com/card_images/359/list/Riryoku-Field.jpg?1375212434,,,Counter Trap,,
Rise of the Sacred Deity,https://uploads3.yugioh.com/card_images/4444/list/ride-of-sacred-deeity.jpg?1386976122,,,Normal Trap,,
Rite of Spirit,https://uploads3.yugioh.com/card_images/1641/list/2558.jpg?1385102075,,,Normal Trap,,
Ritual of the Matador,https://uploads4.yugioh.com/card_images/2416/list/626.jpg?1385098503,,,Ritual Spell,,
Ritual of the Ultimate Forbidden Lord,https://uploads4.yugioh.com/card_images/4445/list/Ritual-of-the-Ultimate-Forbidden-Lord.jpg?1386976217,,,Normal Spell,,
Ritual Sanctuary,https://uploads2.yugioh.com/card_images/1298/list/1183.jpg?1385099444,,,Field Spell,,
Ritual Weapon,https://uploads2.yugioh.com/card_images/1619/list/2940.jpg?1385102028,,,Equip Spell,,
Road Fighter,https://uploads3.yugioh.com/card_images/4289/list/road-fighter.jpg?1386800445,3000,1500,Synchro Monster/Effect Monster,8,Warrior
Road Roller,https://uploads2.yugioh.com/card_images/700/list/Seichijiyuuki-roadroller.jpg?1380229526,600,2100,Effect Monster,,Machine
Road Synchron,https://uploads3.yugioh.com/card_images/3540/list/5036.jpg?1385134576,1600,800,Tuner Monster,4,Machine
Roaring Earth,https://uploads3.yugioh.com/card_images/2665/list/3657.jpg?1385126746,,,Continuous Trap,,
Robbin' Goblin,https://uploads3.yugioh.com/card_images/360/list/Robbin'-Goblin.jpg?1375212468,,,Continuous Trap,,
Rock Ogre Grotto #1,https://uploads1.yugioh.com/card_images/284/list/Rock-Ogre-Grotto-_1.jpg?1375128193,800,1200,Normal Monster,3,Rock
Rocket Arrow Express,https://uploads1.yugioh.com/card_images/712/list/Roaring-Express-Train-Rocket-Arrow.jpg?1380231715,5000,0,Effect Monster,,Machine
Rocket Dart Striker,https://uploads3.yugioh.com/card_images/5527/list/Rocket-Darts-Shooter.png?1455814849,1900,100,Effect Monster,6,Machine
Rocket Warrior,https://uploads3.yugioh.com/card_images/3241/list/3468.jpg?1385127836,1500,1300,Effect Monster,4,Warrior
Rockstone Warrior,https://uploads1.yugioh.com/card_images/4042/list/5045.jpg?1385135610,1800,1600,Effect Monster,4,Rock
Rod of Silence - Kay'est,https://uploads4.yugioh.com/card_images/1402/list/2673.jpg?1385101600,,,Equip Spell,,
Rogue Doll,https://uploads4.yugioh.com/card_images/362/list/Rogue-Doll.jpg?1375212517,1600,1000,Normal Monster,4,Spellcaster
Roll of Fate,https://uploads4.yugioh.com/card_images/363/list/Roll-of-Fate.jpg?1375212539,,,Normal Spell,,
Rope of Life,https://uploads4.yugioh.com/card_images/1831/list/1671.jpg?1385102458,,,Normal Trap,,
Rose Blizzard,https://uploads4.yugioh.com/card_images/3715/list/5042.jpg?1385134937,,,Normal Trap,,
Rose Flame,https://uploads3.yugioh.com/card_images/3868/list/5043.jpg?1385135257,,,Continuous Trap,,
Rose Tentacles,https://uploads1.yugioh.com/card_images/3870/list/5044.jpg?1385135262,2200,1200,Effect Monster,6,Plant
Rose Whip,https://uploads2.yugioh.com/card_images/1917/list/1538.jpg?1385102633,,,Equip Spell,,
Rough Fight,https://uploads2.yugioh.com/card_images/5049/list/Rough-Fight.jpg?1400687916,,,Normal Spell,,
Roulette Spider,https://uploads2.yugioh.com/card_images/3070/list/4624.jpg?1385127511,,,Normal Spell,,
Royal Decree,https://uploads2.yugioh.com/card_images/364/list/Royal-Decree.jpg?1375212564,,,Continuous Trap,,
Royal Straight,https://uploads4.yugioh.com/card_images/1691/list/2056.jpg?1385102175,,,Normal Spell,,
Royal Straight Slasher,https://uploads1.yugioh.com/card_images/4538/list/Royal-Straight-Slasher.jpg?1389373491,2400,1350,Effect Monster,6,Warrior
Royal Tribute,https://uploads3.yugioh.com/card_images/1498/list/2566.jpg?1385101786,,,Normal Spell,,
Rubble King,https://uploads3.yugioh.com/card_images/3594/list/4890.jpg?1385134688,0,0,Effect Monster,1,Rock
Ruby Dragon,https://uploads1.yugioh.com/card_images/5050/list/Ruby-Dragon.jpg?1400687974,1600,1300,Normal Monster,4,Dragon
Rude Kaiser,https://uploads3.yugioh.com/card_images/1967/list/2831.jpg?1385102734,1800,1600,Normal Monster,5,Beast-Warrior
Ruklamba the Spirit King,https://uploads4.yugioh.com/card_images/365/list/Ruklamba-the-Spirit-King.jpg?1375212664,1000,2000,Effect Monster,8,Reptile
Rush Recklessly,https://uploads4.yugioh.com/card_images/2808/list/4515.jpg?1385127019,,,Quick-Play Spell,,
Ryu-Kishin Powered,https://uploads1.yugioh.com/card_images/1443/list/2222.jpg?1385101679,1600,1200,Normal Monster,4,Fiend
Ryu-Ran,https://uploads4.yugioh.com/card_images/2782/list/4432.jpg?1385126966,2200,2600,Normal Monster,7,Dragon
Sabatiel - The Philosopher's Stone,https://uploads1.yugioh.com/card_images/4439/list/Philosopher's-Stone---Sabatiel.jpg?1386975942,,,Normal Spell,,
Sacred Arrow,https://uploads4.yugioh.com/card_images/3511/list/6005.jpg?1385134518,,,Continuous Trap,,
Sacred Defense Barrier,https://uploads3.yugioh.com/card_images/4577/list/sacred-defense-barrier.jpg?1389813558,,,Field Spell,,
Sacred Knight's Spearholder,https://uploads2.yugioh.com/card_images/3863/list/5844.jpg?1385135246,800,400,Effect Monster,2,Warrior
Sage's Stone,https://uploads1.yugioh.com/card_images/285/list/Sage's-Stone.jpg?1375128219,,,Normal Spell,,
Saggi the Dark Clown,https://uploads4.yugioh.com/card_images/286/list/Saggi-the-Dark-Clown.jpg?1375128247,600,1500,Normal Monster/Ka Monster,3,Spellcaster
Sakuretsu Armor,https://uploads2.yugioh.com/card_images/2282/list/2687.jpg?1385103376,,,Normal Trap/Trap,,
Salamandra,https://uploads3.yugioh.com/card_images/287/list/Salamandra.jpg?1375128273,,,Equip Spell,,
Salvage Warrior,https://uploads3.yugioh.com/card_images/1221/list/872.jpg?1385099291,1900,1600,Effect Monster,5,Warrior
Salvagent,https://uploads4.yugioh.com/card_images/5051/list/Salvagent.jpg?1400688159,300,800,Effect Monster,2,Spellcaster
Sample Fossil,https://uploads2.yugioh.com/card_images/4578/list/Sample-Fossil.jpg?1389813605,0,0,Effect Monster,2,Rock
Samurai Sword Baron,https://uploads3.yugioh.com/card_images/3776/list/5919.jpg?1385135062,1600,1200,Effect Monster,4,Warrior
Sand Gambler,https://uploads1.yugioh.com/card_images/1139/list/1253.jpg?1385099124,300,1600,Effect Monster,3,Spellcaster
Sand Stone,https://uploads3.yugioh.com/card_images/5052/list/Sand-Stone.jpg?1400688229,1300,1600,Normal Monster,5,Rock
"Sandaion, the Timelord",https://uploads1.yugioh.com/card_images/3790/list/4934.jpg?1385135094,0,0,Effect Monster,10,Fairy
Sangan,https://uploads4.yugioh.com/card_images/1731/list/2209.jpg?1385102257,1000,600,Effect Monster,3,Fiend
Sasuke Samurai,https://uploads1.yugioh.com/card_images/448/list/5DS2-EN010-Sasuke-Samurai.jpg?1375218050,500,800,Effect Monster,2,Warrior
Satellite Cannon,https://uploads4.yugioh.com/card_images/366/list/Satellite-Cannon.jpg?1375212692,0,0,Effect Monster,5,Machine
Scab Scream,https://uploads3.yugioh.com/card_images/5053/list/Scab-Scream.jpg?1400688299,,,Normal Trap,,
Scapegoat,https://uploads2.yugioh.com/card_images/1119/list/1243.jpg?1385099083,,,Quick-Play Spell,,
Scarlet Security,https://uploads3.yugioh.com/card_images/1116/list/1056.jpg?1385099078,,,Normal Spell,,
Science Soldier,https://uploads2.yugioh.com/card_images/2198/list/1314.jpg?1385103207,800,800,Normal Monster,3,Warrior
Scrap and Build,https://uploads3.yugioh.com/card_images/701/list/Scrap-and-build.jpg?1380229565,,,Normal Spell/Spell,,
Scrap Golem,https://uploads1.yugioh.com/card_images/881/list/%E3%82%B9%E3%82%AF%E3%83%A9%E3%83%83%E3%83%97%E3%83%BB%E3%82%B4%E3%83%BC%E3%83%AC%E3%83%A0.jpg?1382386945,2300,1400,Effect Monster,,Rock
Scrap Hunter,https://uploads4.yugioh.com/card_images/877/list/Scrap-Hunter.jpg?1382386763,1600,400,Effect Monster,,Machine
Scrap Recycler,https://uploads4.yugioh.com/card_images/882/list/%E3%82%B9%E3%82%AF%E3%83%A9%E3%83%83%E3%83%97%E3%83%BB%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%A9%28%E6%94%B9%29.jpg?1382386979,900,1200,Effect Monster,,Machine
Scrap Searcher,https://uploads4.yugioh.com/card_images/879/list/Scrap-Searcher.jpg?1382386867,100,300,Effect Monster,,Winged Beast
Scrap Shark,https://uploads1.yugioh.com/card_images/883/list/%E3%82%B9%E3%82%AF%E3%83%A9%E3%83%83%E3%83%97%E3%83%BB%E3%82%B7%E3%83%A3%E3%83%BC%E3%82%AF.jpg?1382387017,2100,0,Effect Monster,,Fish
Scrap-Iron Barricade,https://uploads3.yugioh.com/card_images/3626/list/5931.jpg?1385134751,,,Counter Trap,,
Scrap-Iron Pitfall,https://uploads3.yugioh.com/card_images/3783/list/5932.jpg?1385135077,,,Normal Trap,,
Scrap-Iron Scarecrow,https://uploads4.yugioh.com/card_images/4446/list/Scrap-Iron-Scarecrow.jpg?1386976290,,,Normal Trap,,
Scrum Force,https://uploads1.yugioh.com/card_images/3475/list/5351.jpg?1385134448,,,Continuous Trap,,
Sea King's Verdict,https://uploads2.yugioh.com/card_images/754/list/Shinkaiou-no-senkoku.jpg?1380294945,,,Counter Trap,,
Search Striker,https://uploads1.yugioh.com/card_images/4006/list/5400.jpg?1385135538,1600,1200,Effect Monster,4,Warrior
Sebek's Blessing,https://uploads3.yugioh.com/card_images/2723/list/3539.jpg?1385126856,,,Quick-Play Spell,,
Second Coin Toss,https://uploads3.yugioh.com/card_images/1117/list/1242.jpg?1385099079,,,Continuous Spell,,
Second Goblin,https://uploads3.yugioh.com/card_images/2032/list/2402.jpg?1385102868,100,100,Union Monster,1,Fiend
Secret Barrel,https://uploads4.yugioh.com/card_images/2165/list/2372.jpg?1385103138,,,Normal Trap/Trap,,
Seed of Deception,https://uploads1.yugioh.com/card_images/4026/list/5013.jpg?1385135578,,,Normal Spell,,
Self Tribute,https://uploads4.yugioh.com/card_images/369/list/Self-Tribute.jpg?1375212930,,,Quick-Play Spell,,
"Sephylon, the Ultimate Timelord",https://uploads1.yugioh.com/card_images/1245/list/654.jpg?1385099338,4000,4000,Effect Monster,10,Fairy
Serpent Night Dragon,https://uploads4.yugioh.com/card_images/2784/list/4451.jpg?1385126969,2350,2400,Normal Monster,7,Dragon
Service Ace,https://uploads3.yugioh.com/card_images/5055/list/Service-Ace-%28Temp%29.jpg?1400688435,,,Normal Spell,,
Set Sail for the Kingdom,https://uploads3.yugioh.com/card_images/288/list/Set-Sail-for-the-Kingdom.jpg?1375128300,,,Other,,
Seven Kid Goats,https://uploads1.yugioh.com/card_images/4627/list/Seven-Kid-Goats.jpg?1392045486,700,700,Effect Monster,3,Beast
Seven Store,https://uploads1.yugioh.com/card_images/903/list/Seven-Store.jpg?1382387809,,,Normal Spell/Spell,,
Seven Tools of the Bandit,https://uploads3.yugioh.com/card_images/370/list/Seven-Tools-of-the-Bandit.jpg?1375213018,,,Counter Trap,,
Seven-Armed Fiend,https://uploads4.yugioh.com/card_images/5056/list/Seven-Armed-Demon-%28Fiend%29.jpg?1400688508,1000,1000,Normal Monster,1,Fiend
Shadow Balance,https://uploads3.yugioh.com/card_images/2839/list/4615.jpg?1385127077,,,Normal Trap,,
Shadow Ghoul,https://uploads3.yugioh.com/card_images/2293/list/2133.jpg?1385103396,1600,1300,Effect Monster/Ka Monster,,Zombie
Shadow Impulse,https://uploads2.yugioh.com/card_images/4046/list/5648.jpg?1385135622,,,Normal Trap,,
Shadow Moon,https://uploads3.yugioh.com/card_images/4628/list/Shadow-Moon.jpg?1392045534,,,Normal Spell,,
Shadow of Eyes,https://uploads1.yugioh.com/card_images/3184/list/4597.jpg?1385127729,,,Normal Trap,,
Shadow Spell,https://uploads1.yugioh.com/card_images/371/list/Shadow-Spell.jpg?1375213076,,,Continuous Trap,,
Shadow Tamer,https://uploads3.yugioh.com/card_images/289/list/Shadow-Tamer.jpg?1375128332,800,700,Effect Monster,3,Warrior
Shaman Call,https://uploads4.yugioh.com/card_images/612/list/Shaman-call.jpg?1380220566,,,Normal Spell/Spell,,
Shark Lair,https://uploads1.yugioh.com/card_images/665/list/Shark-lair.jpg?1380226949,,,Continuous Spell,,
Shark Spark,https://uploads1.yugioh.com/card_images/4629/list/Shark-Spark.jpg?1392045588,,,Quick-Play Spell,,
Shark Stickers,https://uploads1.yugioh.com/card_images/527/list/Shark-sucker.jpg?1380144406,200,1000,Effect Monster,,Fish
Shell Knight,https://uploads1.yugioh.com/card_images/4579/list/Shell-Knight.jpg?1389813650,0,2000,Effect Monster,4,Rock
Shield & Sword,https://uploads3.yugioh.com/card_images/2726/list/4630.jpg?1385126861,,,Normal Spell,,
Shield Crush,https://uploads4.yugioh.com/card_images/956/list/063.jpg?1382472474,,,Normal Spell,,
Shield Recovery,https://uploads4.yugioh.com/card_images/5057/list/Shield-Recovery.jpg?1400688608,,,Normal Spell,,
Shield Wall,https://uploads3.yugioh.com/card_images/372/list/Shield-Wall.jpg?1375213105,,,Quick-Play Spell,,
Shield Warrior,https://uploads3.yugioh.com/card_images/4137/list/5359.jpg?1385135803,800,1600,Effect Monster,3,Warrior
Shield Wing,https://uploads1.yugioh.com/card_images/3054/list/3737.jpg?1385127483,0,900,Effect Monster,2,Winged Beast
Shield Worm,https://uploads1.yugioh.com/card_images/3338/list/3616.jpg?1385128028,800,2000,Effect Monster,4,Insect
Shinato's Ark,https://uploads2.yugioh.com/card_images/2276/list/2669.jpg?1385103365,,,Ritual Spell,,
"Shinato, King of a Higher Plane",https://uploads4.yugioh.com/card_images/2130/list/2668.jpg?1385103064,3300,3000,Ritual Monster/Effect Monster,8,Fairy
Shine Palace,https://uploads3.yugioh.com/card_images/2005/list/1495.jpg?1385102813,,,Equip Spell,,
Shining Abyss,https://uploads3.yugioh.com/card_images/2294/list/2135.jpg?1385103399,1600,1800,Normal Monster,4,Fairy
Shining Elf,https://uploads4.yugioh.com/card_images/878/list/Shining-Elf.jpg?1382386852,1600,1000,Xyz Monster/Effect Monster,,Spellcaster
Shining Friendship,https://uploads3.yugioh.com/card_images/2089/list/1376.jpg?1385102980,1300,1100,Normal Monster,4,Fairy
Shining Silver Force,https://uploads1.yugioh.com/card_images/3663/list/5378.jpg?1385134827,,,Counter Trap,,
Shock Reborn,https://uploads3.yugioh.com/card_images/3929/list/5911.jpg?1385135381,,,Normal Trap,,
Shocktopus,https://uploads1.yugioh.com/card_images/666/list/Sharktopus.jpg?1380226997,1600,800,Effect Monster,,Fish
Shockwave,https://uploads3.yugioh.com/card_images/3492/list/5379.jpg?1385134481,,,Normal Trap,,
Shooting Quasar Dragon,https://uploads3.yugioh.com/card_images/3665/list/5380.jpg?1385134830,4000,4000,Synchro Monster/Effect Monster,12,Dragon
Shooting Star,https://uploads4.yugioh.com/card_images/3493/list/5381.jpg?1385134483,,,Normal Trap,,
Shooting Star Bow - Ceal,https://uploads1.yugioh.com/card_images/1544/list/2665.jpg?1385101881,,,Equip Spell,,
Shooting Star Dragon,https://uploads1.yugioh.com/card_images/4290/list/Shooting-Star-Dragon.jpg?1386800494,3300,2500,Synchro Monster/Effect Monster,10,Dragon
Short Circuit,https://uploads2.yugioh.com/card_images/5041/list/short-circuit_00001.jpg?1400687730,,,Normal Spell,,
Shrink,https://uploads2.yugioh.com/card_images/1681/list/2044.jpg?1385102156,,,Quick-Play Spell,,
Silent Magician LV0,https://uploads2.yugioh.com/card_images/1546/list/2894.jpg?1385101885,1000,1000,Effect Monster,4,Spellcaster
Silent Swordsman LV0,https://uploads1.yugioh.com/card_images/4498/list/Silent-Swordman-LV0_FL.jpg?1387058164,1000,1000,Effect Monster,4,Warrior
Silent Swordsman LV3,https://uploads3.yugioh.com/card_images/4449/list/Silent-Swordsman-LV3_FL.jpg?1386976729,2500,1000,Effect Monster,4,Warrior
Silent Swordsman LV4,https://uploads3.yugioh.com/card_images/4448/list/Silent-Swordman-LV4_FL.jpg?1386976698,3000,1000,Effect Monster,4,Warrior
Silent Swordsman LV5,https://uploads4.yugioh.com/card_images/4450/list/Silent-Swordsman-LV5_FL.jpg?1386976761,3500,1000,Effect Monster,4,Warrior
Silent Swordsman LV6,https://uploads1.yugioh.com/card_images/4451/list/Silent-Swordsman-LV6_FL.jpg?1386976787,4000,1000,Effect Monster,4,Warrior
Silent Swordsman LV7,https://uploads3.yugioh.com/card_images/4452/list/Silent-Swordsman-LV7_FL.jpg?1386976815,4500,1000,Effect Monster,4,Warrior
Silver Dollar,https://uploads3.yugioh.com/card_images/373/list/Silver-Dollar.jpg?1375213141,,,Normal Trap,,
Silver Fang,https://uploads4.yugioh.com/card_images/290/list/Silver-Fang.jpg?1375128359,1200,800,Normal Monster,3,Beast
Silver Key,https://uploads1.yugioh.com/card_images/4507/list/Silver-Key-gin-no-kagi.jpg?1389126465,,,Normal Spell,,
Silver Wing,https://uploads1.yugioh.com/card_images/3906/list/4884.jpg?1385135334,,,Equip Spell,,
"Simorgh, Bird of Divinity",https://uploads1.yugioh.com/card_images/4236/list/3672.jpg?1385128048,2700,1000,Effect Monster,7,Winged Beast
Sinister Serpent,https://uploads1.yugioh.com/card_images/374/list/Sinister-Serpent.jpg?1375213165,300,250,Effect Monster,1,Reptile
Sinister Sprocket,https://uploads3.yugioh.com/card_images/3916/list/5294.jpg?1385135355,400,0,Tuner Monster,1,Fiend
Skelengel,https://uploads1.yugioh.com/card_images/449/list/5DS2-EN016-Skelengel.jpg?1375218074,900,400,Effect Monster,2,Fairy
Skiel A3,https://uploads2.yugioh.com/card_images/5059/list/Skiel-A3.jpg?1400688763,1200,0,Effect Monster,3,Machine
Skiel A5,https://uploads3.yugioh.com/card_images/5060/list/Skiel-A5.jpg?1400688799,1400,0,Effect Monster,5,Machine
Skiel Carrier,https://uploads4.yugioh.com/card_images/3550/list/5643.jpg?1385134596,400,0,Effect Monster,1,Machine
Skiel Carrier 3,https://uploads1.yugioh.com/card_images/3714/list/5642.jpg?1385134935,600,200,Effect Monster,3,Machine
Skiel Carrier 5,https://uploads2.yugioh.com/card_images/3544/list/5640.jpg?1385134584,800,400,Effect Monster,5,Machine
Skiel Guard,https://uploads1.yugioh.com/card_images/3866/list/5641.jpg?1385135253,200,300,Effect Monster,1,Machine
Skiel Top,https://uploads4.yugioh.com/card_images/3713/list/5639.jpg?1385134933,600,0,Effect Monster,1,Machine
Skill Drain,https://uploads2.yugioh.com/card_images/1845/list/2666.jpg?1385102488,,,Continuous Trap,,
Skill Successor,https://uploads4.yugioh.com/card_images/3681/list/6004.jpg?1385134864,,,Normal Trap,,
Skilled Dark Magician,https://uploads3.yugioh.com/card_images/2301/list/2356.jpg?1385103411,1900,1700,Effect Monster,4,Spellcaster
Skull Archfiend of Lightning,https://uploads1.yugioh.com/card_images/2274/list/2663.jpg?1385103360,2500,1200,Effect Monster,6,Fiend
Skull Conductor,https://uploads4.yugioh.com/card_images/3808/list/5358.jpg?1385135133,2000,0,Effect Monster,4,Zombie
Skull Dice,https://uploads4.yugioh.com/card_images/291/list/Skull-Dice.jpg?1375128386,,,Normal Trap,,
Skull Guardian,https://uploads2.yugioh.com/card_images/2786/list/4454.jpg?1385126972,2050,2500,Ritual Monster,7,Warrior
Skull Knight,https://uploads1.yugioh.com/card_images/2909/list/4452.jpg?1385127213,2650,2250,Fusion Monster,,Spellcaster
Skull Knight #2,https://uploads4.yugioh.com/card_images/5061/list/Skull-Knight-_2.jpg?1400688845,1000,1200,Effect Monster,3,Fiend
Skull Kraken,https://uploads1.yugioh.com/card_images/466/list/skull-kraken.jpg?1380049025,600,1600,Effect Monster,,Aqua
Skull Servant,https://uploads4.yugioh.com/card_images/4242/list/5859.jpg?1385135629,300,200,Normal Monster,1,Zombie
Skull Stalker,https://uploads2.yugioh.com/card_images/2188/list/2296.jpg?1385103185,900,800,Normal Monster,3,Warrior
Skull-Mark Ladybug,https://uploads2.yugioh.com/card_images/3023/list/4391.jpg?1385127422,500,1500,Effect Monster,4,Insect
Sky A3,https://uploads3.yugioh.com/card_images/3861/list/5638.jpg?1385135242,,,Normal Trap,,
Sky Core,https://uploads3.yugioh.com/card_images/4040/list/5637.jpg?1385135606,0,0,Effect Monster,1,Machine
Sky Union,https://uploads3.yugioh.com/card_images/375/list/Sky-Union.jpg?1375213217,,,Normal Spell,,
Skyscraper,https://uploads2.yugioh.com/card_images/4962/list/%28new%29Skyscraper.jpg?1399567534,,,Field Spell,,
Skyscraper 2 - Hero City,https://uploads2.yugioh.com/card_images/4453/list/Skyskreiper2-Herocity.jpg?1386976854,,,Field Spell,,
Slate Warrior,https://uploads2.yugioh.com/card_images/292/list/Slate-Warrior.jpg?1375128418,1900,400,Effect Monster,4,Fiend
Sleepy Beauty,https://uploads4.yugioh.com/card_images/3601/list/5905.jpg?1385134701,0,0,Effect Monster,1,Zombie
Slifer the Sky Dragon,https://uploads2.yugioh.com/card_images/968/list/086.jpg?1382473016,0,0,Egyptian God Monster,10,Divine-Beast
Slip of Fortune,https://uploads3.yugioh.com/card_images/3457/list/5137.jpg?1385134413,,,Normal Trap,,
Slip Stream,https://uploads4.yugioh.com/card_images/3613/list/5316.jpg?1385134724,,,Normal Trap,,
Slip Summon,https://uploads3.yugioh.com/card_images/3446/list/5315.jpg?1385134392,,,Normal Trap,,
Slot Machine,https://uploads4.yugioh.com/card_images/2906/list/4438.jpg?1385127207,2000,2300,Normal Monster,7,Machine
Small Piece Golem,https://uploads2.yugioh.com/card_images/3448/list/5318.jpg?1385134396,1100,0,Effect Monster,3,Rock
Small Resistance,https://uploads2.yugioh.com/card_images/698/list/Tiny-Resistance.jpg?1380229415,,,Normal Trap/Trap,,
Smash Ace,https://uploads3.yugioh.com/card_images/5062/list/Smash-Ace-%28Temp%29.jpg?1400688901,,,Normal Spell,,
Smile Angel,https://uploads4.yugioh.com/card_images/3767/list/5906.jpg?1385135044,1800,300,Effect Monster,4,Fairy
Smile Kid,https://uploads2.yugioh.com/card_images/4086/list/5904.jpg?1385135701,0,0,Effect Monster,1,Fairy
Smoke Mirror,https://uploads3.yugioh.com/card_images/3391/list/5635.jpg?1385134282,,,Normal Trap,,
Snake Rain,https://uploads3.yugioh.com/card_images/5063/list/Snake-Rain.jpg?1400688950,,,Normal Spell,,
Snake Whistle,https://uploads4.yugioh.com/card_images/5065/list/%28new%29Snake--Whistle.jpg?1402587859,,,Normal Trap,,
Snow Plow Hustle Rustle,https://uploads1.yugioh.com/card_images/714/list/Snow-Plow-Engine-Hustle-Russel.jpg?1380231785,2500,3000,Effect Monster,,Machine
Snowfall Sword,https://uploads4.yugioh.com/card_images/1367/list/1992.jpg?1385101531,,,Quick-Play Spell,,
Solar Wind Jammer,https://uploads4.yugioh.com/card_images/845/list/%E3%82%BD%E3%83%BC%E3%83%A9%E3%83%BC%E3%83%BB%E3%82%A6%E3%82%A3%E3%83%B3%E3%83%89%E3%82%B8%E3%83%A3%E3%83%9E%E3%83%BC.jpg?1381335795,800,2400,Effect Monster,,Machine
Soldier Revolt,https://uploads4.yugioh.com/card_images/376/list/Soldier-Revolt.jpg?1375213243,,,Normal Trap,,
Solemn Authority,https://uploads4.yugioh.com/card_images/1073/list/943.jpg?1385098989,,,Continuous Trap,,
Solemn Judgment,https://uploads1.yugioh.com/card_images/1639/list/1374.jpg?1385102071,,,Counter Trap,,
Solemn Wishes,https://uploads4.yugioh.com/card_images/2855/list/4653.jpg?1385127110,,,Continuous Trap,,
Sonata the Melodious Diva,https://uploads3.yugioh.com/card_images/5519/list/Sonata-the-Melodious-Diva.png?1455812360,1200,1000,Effect Monster,3,Fairy
Sonic Chick,https://uploads4.yugioh.com/card_images/3542/list/5039.jpg?1385134580,300,300,Effect Monster,1,Winged Beast
Sonic Maid,https://uploads3.yugioh.com/card_images/1919/list/1345.jpg?1385102637,1200,900,Normal Monster,3,Warrior
Sorciere de Fleur,https://uploads1.yugioh.com/card_images/1231/list/886.jpg?1385099309,2900,0,Effect Monster,8,Spellcaster
Sorrowful Chain,https://uploads4.yugioh.com/card_images/3376/list/5211.jpg?1385134243,,,Continuous Trap,,
Soul Absorption,https://uploads4.yugioh.com/card_images/1632/list/1950.jpg?1385102058,,,Continuous Spell,,
Soul Anchor,https://uploads2.yugioh.com/card_images/4102/list/5311.jpg?1385135732,,,Continuous Trap,,
Soul Charge,https://uploads1.yugioh.com/card_images/379/list/Soul-Charge.jpg?1375213313,,,Normal Spell,,
Soul Demolition,https://uploads4.yugioh.com/card_images/380/list/Soul-Demolition.jpg?1375213339,,,Continuous Trap,,
Soul Exchange,https://uploads4.yugioh.com/card_images/1492/list/1566.jpg?1385101776,,,Normal Spell,,
